date,CS:GO,Counter-Strike,Global Offensive,CS2,Valve CS,CS:GO Major,Major Championship,tournament,IEM Katowice,ESL One,PGL Major,BLAST Premier,DreamHack,Faceit Major,ESEA league,CS:GO Finals,CS:GO Playoffs,Valve Major,CS:GO esports,CS2 update,CS:GO qualifiers,CS:GO playoff match,CS:GO grand finals,CS:GO patch,Operation Riptide,Operation Broken Fang,Operation Hydra,Operation Wildfire,CS:GO skins,CS:GO trade,CS:GO market,CS:GO knives,CS:GO case,CS:GO trading platform,CS:GO keys,CS:GO AK-47 skins,CS:GO AWP skins,CS:GO knives market,CS:GO sticker,CS:GO graffiti,CS:GO VAC ban,CS:GO hacking,CS:GO ban detection,CS2 VAC system,CS:GO pro players,CS:GO best team,CS:GO news,CS:GO highlights,CS:GO funny moments,CS:GO maps,CS:GO Mirage,CS:GO Dust 2,CS:GO Inferno
2023-09-01,17,1,4,98,18,4,30,12,1,2,1,7,3,0,4,0,0,68,22,67,0,0,0,4,6,3,2,1,14,10,15,7,7,0,5,0,11,0,22,3,11,0,0,41,22,7,17,0,0,16,22,7,14
2023-10-01,10,1,3,94,13,3,28,13,1,2,1,28,4,0,4,12,0,59,20,72,0,0,0,2,6,4,2,2,13,11,16,7,7,0,4,0,10,0,20,3,8,0,0,0,10,6,16,0,0,13,15,5,7
2023-11-01,7,1,2,54,8,2,20,24,1,17,1,51,8,0,3,15,0,59,14,49,10,0,0,1,3,2,2,1,7,7,9,3,4,0,2,0,3,0,9,3,2,0,0,0,7,0,9,0,0,6,8,3,4
2023-12-01,6,1,2,48,9,2,20,18,1,20,1,47,8,0,4,24,0,47,10,40,0,0,0,0,3,1,1,0,5,5,8,3,3,0,1,0,4,0,7,0,4,0,0,0,5,0,11,0,0,6,9,3,3
2024-01-01,6,1,2,47,9,3,25,15,6,13,13,61,3,0,5,12,0,54,10,27,0,0,0,1,2,1,1,1,6,4,8,2,3,0,2,0,3,0,7,0,4,0,0,0,7,6,9,0,0,6,7,2,3
2024-02-01,8,1,2,77,11,6,28,19,47,3,20,12,3,0,4,0,0,82,15,100,0,0,0,1,3,2,1,1,9,6,11,4,5,0,2,0,7,0,25,2,0,0,0,0,9,10,12,0,0,9,9,3,3
2024-03-01,8,1,2,78,11,17,60,60,2,3,87,26,4,1,5,9,0,100,18,35,0,0,0,0,4,1,1,1,10,6,10,3,4,0,2,0,4,0,16,3,2,0,0,0,8,6,11,0,0,8,11,4,3
2024-04-01,6,1,2,67,9,4,58,23,1,25,5,8,7,0,4,0,0,84,12,55,0,0,0,0,4,2,2,1,11,5,8,4,4,0,2,0,5,0,13,2,4,0,0,0,5,0,7,0,0,7,7,3,3
2024-05-01,6,1,2,59,9,2,80,22,1,2,1,7,7,0,5,0,0,60,10,46,0,0,0,0,3,3,2,1,11,4,6,2,3,0,1,0,5,0,8,0,4,0,0,23,4,0,7,0,0,7,8,3,2
2024-06-01,5,1,2,60,11,2,56,21,1,2,1,74,11,0,4,9,0,57,10,78,0,0,0,2,6,2,1,1,10,4,6,2,3,0,1,0,3,0,6,0,0,0,0,34,3,0,6,0,0,7,6,2,2
2024-07-01,5,1,2,56,10,1,65,16,1,2,1,35,2,0,5,0,0,59,14,33,0,0,0,0,3,2,1,1,9,3,5,2,2,0,1,0,4,0,6,0,0,0,0,37,2,0,8,0,0,6,5,2,2
2024-08-01,5,1,2,68,12,2,31,13,2,2,1,79,3,0,6,0,0,60,8,48,0,0,0,0,3,2,2,1,11,4,6,2,3,0,2,0,3,0,7,0,0,0,0,22,6,0,8,0,0,7,6,2,3
2024-09-01,5,1,2,63,11,2,29,12,1,2,1,69,3,0,11,8,0,72,7,30,0,0,0,0,4,3,2,1,12,4,6,2,3,0,1,0,4,0,7,2,2,0,0,44,5,0,5,0,0,6,6,2,2
2024-10-01,5,1,2,75,10,1,24,12,3,2,1,33,6,0,7,0,0,86,10,82,0,0,0,0,8,5,2,1,13,5,6,2,3,0,1,0,3,0,6,2,3,0,0,63,3,0,7,0,0,6,5,2,3
2024-11-01,5,1,2,68,11,3,26,15,1,13,3,45,8,0,6,7,0,90,8,58,0,0,0,0,2,2,2,0,10,3,6,2,2,0,1,0,3,0,4,0,0,0,0,0,4,0,7,0,0,6,5,1,3
2024-12-01,5,1,2,81,12,8,28,16,2,24,8,11,3,1,3,5,7,82,10,33,0,0,0,0,2,2,1,0,10,3,6,1,3,0,1,3,2,0,7,1,1,1,0,14,3,3,11,2,0,5,4,2,1
